"","Year","Scenario","OM","Rho","Frequency","HCR","SSB","SSBest","F_full","Fest","Catchsim","Catchest","R","Rest","REESSB","REEF","rhoSSB","rhoF"
"1134",2023,22,5,"No rho-adjustment","Annual updates",2,7529.00356091631,4248.939,0.223547950521384,0.3948362,1059.35728911902,1059.488,5306946.6211628,1624907,22.6816393408539,-44.076215523173,0.263231096228711,-0.222162623999133
"1135",2024,22,5,"No rho-adjustment","Annual updates",2,7922.84363840554,4511.444,0.275353001889117,0.4850505,1305.70839599964,1309.642,5525988.73937965,1684099,18.8350234267481,-43.8434273495648,0.311538396659362,-0.2521756087374
"1136",2025,22,5,"No rho-adjustment","Annual updates",2,8437.72129910962,4850.196,0.265300591286697,0.484791,1404.70277682525,1419.18,4616236.71442116,1369243,13.3563050674091,-27.8031741875594,0.364243392773973,-0.278006630277259
"1137",2026,22,5,"No rho-adjustment","Annual updates",2,9229.94171194499,5033.0835,0.268065530346388,0.49263845,1505.97819624648,1516.2205,4545473.72066605,1331847,6.92266605780222,-22.7700195186569,0.406857777317257,-0.302257965831957
"1138",2027,22,5,"No rho-adjustment","Annual updates",2,9791.24048183124,5109.3675,0.248117643548482,0.46905755,1482.26644585592,1485.9005,5658321.80652681,1696735.5,-1.85651350063096,-10.1375190991313,0.571168363635395,-0.347627228091778
"1139",2028,22,5,"No rho-adjustment","Annual updates",2,10007.9509573881,5100.4225,0.223707255986303,0.42075395,1424.97888270006,1434.6425,3471030.72041481,1039229,-5.58225960296761,-6.51505816146858,0.664687768872261,-0.357000084792067
"1140",2029,22,5,"No rho-adjustment","Annual updates",2,10246.3716910373,5297.536,0.215439821244357,0.41905585,1397.36312325126,1399.764,3745810.53164157,1157681.5,-8.17215323561089,-7.3261739832341,0.616281437428244,-0.336864089042404
"1141",2030,22,5,"No rho-adjustment","Annual updates",2,10562.2342760277,5336.4955,0.213055598648581,0.4005356,1407.69547789425,1421.806,3350658.68599154,1063710.5,-11.0172805948869,-4.737699140665,0.543972705432224,-0.308116413062448
"1142",2031,22,5,"No rho-adjustment","Annual updates",2,10556.4328706136,5220.784,0.202132959246282,0.37910865,1324.36244785579,1336.8985,3011392.15552206,988434.1,-10.1287406076064,-3.96679388418635,0.473529118502901,-0.282419376579755
"1143",2032,22,5,"No rho-adjustment","Annual updates",2,10126.1037363646,5167.601,0.202111391015891,0.36822425,1269.70778494747,1269.692,2678990.15354183,927164.55,-12.434873623521,-1.13025350372227,0.417836974101017,-0.256323304978501
"1144",2033,22,5,"No rho-adjustment","Annual updates",2,9724.82845435082,5059.3775,0.200341376535357,0.3516328,1210.9862750165,1216.794,2705935.14187789,978983.05,-12.416221402794,-0.445405543518561,0.366389330386544,-0.243391012702022
"1145",2034,22,5,"No rho-adjustment","Annual updates",2,9173.99377378219,4947.38,0.198182173735591,0.3357925,1143.97969415964,1157.6495,3670107.51211483,1480899.5,-12.9326810685832,-2.53809319160755,0.336213768730095,-0.229858126565767
"1146",2035,22,5,"No rho-adjustment","Annual updates",2,8621.43468203696,4981.7535,0.200375999894433,0.30918125,1045.47116061433,1051.3905,3869824.02249226,1657222.5,-13.1510019528394,-1.13972603765148,0.306876354647808,-0.222747231781477
"1147",2036,22,5,"No rho-adjustment","Annual updates",2,8235.20160020012,5232.436,0.193925679412047,0.26400625,973.265409602449,961.43605,3628742.74500681,1768606,-13.5251384103025,1.0537781966348,0.297090805623895,-0.217486000063039
"1148",2037,22,5,"No rho-adjustment","Annual updates",2,8035.1476722039,5896.814,0.192815560701985,0.2287071,949.610971416415,949.2717,2900038.46818079,1515728.5,-14.6530600276378,2.9391652184105,0.300963894201903,-0.218809033224411
"1149",1986,23,5,"No rho-adjustment","Annual updates",3,28775.2367238143,26352.995,0.8563994,0.81437125,11065.215990941,10689.775,16631560,15929620,NA,NA,NA,NA
"1150",1987,23,5,"No rho-adjustment","Annual updates",3,26764.4531314435,27109.09,0.8681519,0.8280661,11380.5774251547,11391.195,17662870,16814745,NA,NA,NA,NA
"1151",1988,23,5,"No rho-adjustment","Annual updates",3,26968.4401970308,27567.155,0.6547805,0.6322112,9123.05815701345,9171.1345,32593270,30422335,NA,NA,NA,NA
"1152",1989,23,5,"No rho-adjustment","Annual updates",3,27800.4961545695,33601.285,0.9745814,0.9560652,14987.8301506446,14970.385,5051173,4601324,NA,NA,NA,NA
"1153",1990,23,5,"No rho-adjustment","Annual updates",3,34670.563725526,35824.395,1.198393,1.194484,18483.4069018256,18315.905,5417801,4719334.5,NA,NA,NA,NA
"1154",1991,23,5,"No rho-adjustment","Annual updates",3,37772.7889632753,30105.845,1.18376,1.2017885,17279.8205337752,17117.89,10072200,8296251,NA,NA,NA,NA
"1155",1992,23,5,"No rho-adjustment","Annual updates",3,31984.8325632573,18694.235,1.279991,1.323764,11570.2871051442,11465.425,10661790,8171575,NA,NA,NA,NA
"1156",1993,23,5,"No rho-adjustment","Annual updates",3,20050.9258646372,12147.735,1.543551,1.6396395,7614.44631066182,7595.849,14684380,10196540,NA,NA,NA,NA
"1157",1994,23,5,"No rho-adjustment","Annual updates",3,13446.5697567981,10400.775,1.332879,1.4696615,5755.21744371776,5729.7285,5257516,3353332,NA,NA,NA,NA
"1158",1995,23,5,"No rho-adjustment","Annual updates",3,12128.0821100542,10858.66,0.916881,1.0621765,4938.13628800425,4921.789,6217710,3610951.5,NA,NA,NA,NA
"1159",1996,23,5,"No rho-adjustment","Annual updates",3,13299.6554363173,11044.075,0.8162326,0.99898635,5362.60216641303,5351.6875,5584570,2948444,NA,NA,NA,NA
"1160",1997,23,5,"No rho-adjustment","Annual updates",3,13933.8758106787,8979.714,0.6711441,0.87927965,4106.21551891574,4088.0955,9777971,4818006,NA,NA,NA,NA
"1161",1998,23,5,"No rho-adjustment","Annual updates",3,12004.4728766221,7800.127,0.5597291,0.7836985,3210.60389371796,3194.4485,9105385,4194330,NA,NA,NA,NA
"1162",1999,23,5,"No rho-adjustment","Annual updates",3,11215.4155945691,7914.4275,0.3747781,0.54577855,2332.84667395221,2338.5895,19041730,8366365,NA,NA,NA,NA
"1163",2000,23,5,"No rho-adjustment","Annual updates",3,12161.2915036268,9905.051,0.4428962,0.6487714,3369.37939498857,3373.5185,11455660,4890496.5,NA,NA,NA,NA
"1164",2001,23,5,"No rho-adjustment","Annual updates",3,15378.7724619177,11862.735,0.4594742,0.68880325,4168.64203749525,4160.8275,2976459,1262450.5,NA,NA,NA,NA
"1165",2002,23,5,"No rho-adjustment","Annual updates",3,18796.5276856677,12865.44,0.3626093,0.54312045,4002.82826828767,4013.0845,13175370,5593866.5,NA,NA,NA,NA
"1166",2003,23,5,"No rho-adjustment","Annual updates",3,20397.4112862122,12716.985,0.3926542,0.56793215,4424.91509102932,4429.004,4777869,2006303,NA,NA,NA,NA
"1167",2004,23,5,"No rho-adjustment","Annual updates",3,19359.1434862801,11666.41,0.4701816,0.6634427,4443.68621704174,4443.351,15418270,6619361,NA,NA,NA,NA
"1168",2005,23,5,"No rho-adjustment","Annual updates",3,17266.7104570159,10691.945,0.6450534,0.91819165,5062.12804872981,5060.8815,9185212,4077874,NA,NA,NA,NA
"1169",2006,23,5,"No rho-adjustment","Annual updates",3,15633.0102001647,9328.9325,0.4354878,0.6157995,3067.88701756805,3065.9545,15170260,7000026,NA,NA,NA,NA
"1170",2007,23,5,"No rho-adjustment","Annual updates",3,14203.8095136282,10985.195,0.481724,0.6477012,3798.59500160109,3803.0985,11425310,5525251.5,NA,NA,NA,NA
"1171",2008,23,5,"No rho-adjustment","Annual updates",3,15922.6423718382,12122.695,0.6653683,0.85820685,5151.75446858408,5155.28,8282485,4163219,NA,NA,NA,NA
"1172",2009,23,5,"No rho-adjustment","Annual updates",3,16724.7286614727,11925.59,0.7703221,0.95655725,5565.33333296545,5554.4135,5282501,2779135.5,NA,NA,NA,NA
"1173",2010,23,5,"No rho-adjustment","Annual updates",3,15839.3430374226,10395.86,0.8866648,1.062481,5339.02029221331,5327.501,3214456,1738783,NA,NA,NA,NA
"1174",2011,23,5,"No rho-adjustment","Annual updates",3,13221.7822021053,7853.5295,1.307762,1.5236395,5109.97072074365,5083.4075,3123141,1639980.5,NA,NA,NA,NA
"1175",2012,23,5,"No rho-adjustment","Annual updates",3,9573.53143760959,4422.2465,1.481667,1.7344735,3032.40778800645,3009.3865,3451363,1498036,NA,NA,NA,NA
"1176",2013,23,5,"No rho-adjustment","Annual updates",3,5394.31278556297,2588.845,1.858794,2.290698,1952.69883512835,1934.742,1711859,621552.15,NA,NA,NA,NA
"1177",2014,23,5,"No rho-adjustment","Annual updates",3,3291.96803540157,1610.426,1.668793,2.5650965,1242.39065976931,1230.189,5726967,1876321,NA,NA,NA,NA
"1178",2015,23,5,"No rho-adjustment","Annual updates",3,2375.18946319704,1109.3055,0.2698311,0.49098205,260.327717992317,261.0412,2311249,702476.9,NA,NA,NA,NA
"1179",2016,23,5,"No rho-adjustment","Annual updates",3,2232.82109871111,1817.032,0.3742287,0.6791606,578.949825917599,580.37965,1355431,399486.2,NA,NA,NA,NA
"1180",2017,23,5,"No rho-adjustment","Annual updates",3,3547.93506976233,2227.9795,0.3788805,0.7343266,857.488542766298,864.43805,3061964,901792.85,NA,NA,NA,NA
"1181",2018,23,5,"No rho-adjustment","Annual updates",3,4363.4025233656,2031.2015,0.198409,0.40092675,515.712106409548,518.5731,4260899,1259716,NA,NA,NA,NA
"1182",2019,23,5,"No rho-adjustment","Annual updates",3,4278.68004512332,2244.2905,0.198130912745756,0.39187415,548.163316650395,551.2806,2482326.95080119,728902.6,7.75785876429362,-16.7407001534885,NA,NA
"1183",2020,23,5,"No rho-adjustment","Annual updates",3,4722.79020296418,2624.961,0.222481416076852,0.4387919,682.127177047513,686.0495,3931909.52971128,1150988.5,9.82410619979534,-33.0539024240769,0.121738818657929,-0.127332233300738
"1184",2021,23,5,"No rho-adjustment","Annual updates",3,5462.84099300587,2950.148,0.221148687161717,0.44211825,790.50754016685,790.0622,3345243.46387663,974974.05,11.2986368389921,-23.6034766894939,0.190179138028484,-0.176516729537497
"1185",2022,23,5,"No rho-adjustment","Annual updates",3,6117.17342317694,3247.3065,0.231037864030797,0.456335,913.950769292021,921.20165,4969575.15881805,1464542,10.8995699177075,-26.4694811949805,0.244011284220729,-0.213479907235097
"1186",2023,23,5,"No rho-adjustment","Annual updates",3,6780.49808650495,3428.1885,0.229966789543773,0.456967,961.462720309667,965.06395,5150853.20678737,1475929,7.87530984722824,-23.0750557040605,0.294036514874113,-0.241777585370314
"1187",2024,23,5,"No rho-adjustment","Annual updates",3,7245.65239839172,3692.017,0.223181497600684,0.4520941,1006.29568026467,1018.5405,5371075.72710506,1561109.5,4.7927869059214,-19.2182631150263,0.332245625019663,-0.263210443637203
"1188",2025,23,5,"No rho-adjustment","Annual updates",3,7926.25845788668,4175.689,0.214474233750872,0.44079945,1103.01353511083,1098.7875,4431159.92448445,1272986.5,2.2041213379185,-13.0429101007544,0.358851997444603,-0.277060003941795
"1189",2026,23,5,"No rho-adjustment","Annual updates",3,8921.43830225832,4642.7655,0.205574991788074,0.4180884,1191.60058773891,1198.2785,4491182.91392299,1313177.5,-1.349501061068,-9.79357832140191,0.370142422161227,-0.274589389785327
"1190",2027,23,5,"No rho-adjustment","Annual updates",3,9861.44818126589,4950.096,0.19290082716328,0.39385785,1230.33578775614,1240.8215,5560740.55071669,1681016,-1.39362392307072,-10.4016603717745,0.45849149608484,-0.29125984484157
"1191",2028,23,5,"No rho-adjustment","Annual updates",3,10423.078152548,5179.4955,0.195936454556872,0.3923797,1308.8739431436,1312.4555,3583917.31177736,1078045,-2.46439200007262,-12.1297342225917,0.460171917602673,-0.284334890081093
"1192",2029,23,5,"No rho-adjustment","Annual updates",3,10795.2181631047,5376.7915,0.19641205740529,0.3839921,1338.32570988687,1344.2495,3765044.36666306,1155171.5,-2.1410400174705,-12.3819239142358,0.444320752122529,-0.277908749456405
"1193",2030,23,5,"No rho-adjustment","Annual updates",3,11084.0963785547,5494.201,0.19928203718392,0.3820629,1376.15323656752,1378.839,3394275.21670717,1099378,-3.69796340899043,-11.6779089649469,0.423509404369464,-0.270900057082655
"1194",2031,23,5,"No rho-adjustment","Annual updates",3,11171.8457945464,5427.647,0.196196258444333,0.367955,1364.39478908576,1368.45,3112805.30087697,1059023,-4.55832851054856,-9.49399615883598,0.406336483363893,-0.266700982623323
"1195",2032,23,5,"No rho-adjustment","Annual updates",3,10717.4103294955,5315.408,0.19997804220332,0.3670649,1306.62129337334,1319.357,2823159.59126775,997676.2,-5.22673197949235,-10.5557874413741,0.392815569760424,-0.26399250033379
"1196",2033,23,5,"No rho-adjustment","Annual updates",3,10124.4358905965,5140.173,0.198738944899283,0.3573937,1243.59077289989,1236.709,2662176.06216453,1009131,-5.8925613126332,-6.45300877829493,0.393889924931182,-0.263269285527685
"1197",2034,23,5,"No rho-adjustment","Annual updates",3,9494.47080164041,5118.207,0.196681594144131,0.3234099,1128.09383888726,1130.014,3729361.93694106,1560350,-8.02642055779424,-5.21677644129669,0.388124292846853,-0.262342766446194
"1198",2035,23,5,"No rho-adjustment","Annual updates",3,8910.95995661987,5182.889,0.188176412112507,0.290813,1015.15138842327,1014.435,3909827.83372661,1857391,-9.92420872514393,-4.32777951064946,0.38421379016938,-0.259138572945673
"1199",2036,23,5,"No rho-adjustment","Annual updates",3,8482.21753398032,5496.723,0.184247608699125,0.2495047,962.276085766536,965.9757,3782151.21259695,1964696,-9.5003890943537,0.124131914597285,0.387474023945833,-0.258296189185211
"1200",2037,23,5,"No rho-adjustment","Annual updates",3,8271.74684357884,6327.62,0.180229545345052,0.211971,935.454262924971,934.259,3001833.76541953,1696777,-12.1468192230971,1.94954105913464,0.373447538562981,-0.252645498532784
"1201",1986,24,5,"No rho-adjustment","Annual updates",4,28665.9535951591,26311.2,0.8563994,0.811374,11068.6398893801,10628.465,16631560,15859885,NA,NA,NA,NA
"1202",1987,24,5,"No rho-adjustment","Annual updates",4,26766.3891248141,27038.72,0.8681519,0.82831855,11375.0863697249,11367.31,17662870,16915680,NA,NA,NA,NA
"1203",1988,24,5,"No rho-adjustment","Annual updates",4,26957.9071904555,27496.17,0.6547805,0.6303987,9118.793224228,9117.7065,32593270,30475390,NA,NA,NA,NA
"1204",1989,24,5,"No rho-adjustment","Annual updates",4,27790.8069591433,33543.94,0.9745814,0.95457135,14989.4849266884,14935.135,5051173,4608157.5,NA,NA,NA,NA
"1205",1990,24,5,"No rho-adjustment","Annual updates",4,34673.4613881791,35827.8,1.198393,1.1896015,18483.9722691958,18331.275,5417801,4695666.5,NA,NA,NA,NA
"1206",1991,24,5,"No rho-adjustment","Annual updates",4,37773.675283497,30137.16,1.18376,1.1979115,17279.9546331021,17076.825,10072200,8325339,NA,NA,NA,NA
"1207",1992,24,5,"No rho-adjustment","Annual updates",4,31985.04500872,18676.75,1.279991,1.324392,11570.3206366099,11459.86,10661790,8144741,NA,NA,NA,NA
"1208",1993,24,5,"No rho-adjustment","Annual updates",4,20050.9770229659,12162.45,1.543551,1.6255425,7614.45420158751,7556.4715,14684380,10245840,NA,NA,NA,NA
"1209",1994,24,5,"No rho-adjustment","Annual updates",4,13446.5808345007,10425.185,1.332879,1.454765,5755.21863904342,5724.8265,5257516,3344132,NA,NA,NA,NA
"1210",1995,24,5,"No rho-adjustment","Annual updates",4,12128.0839165399,10886.095,0.916881,1.052204,4938.13647971955,4907.7185,6217710,3580229.5,NA,NA,NA,NA
"1211",1996,24,5,"No rho-adjustment","Annual updates",4,13299.6557963733,11046.835,0.8162326,0.99420675,5362.60221916012,5355.945,5584570,2929481.5,NA,NA,NA,NA
"1212",1997,24,5,"No rho-adjustment","Annual updates",4,13933.8759183819,8966.982,0.6711441,0.8727363,4106.21553378661,4087.669,9777971,4801602,NA,NA,NA,NA
"1213",1998,24,5,"No rho-adjustment","Annual updates",4,12004.4729115451,7798.688,0.5597291,0.78374755,3210.6038985227,3193.8545,9105385,4221385,NA,NA,NA,NA
"1214",1999,24,5,"No rho-adjustment","Annual updates",4,11215.4156075309,7887.957,0.3747781,0.54354405,2332.84667537164,2333.5935,19041730,8354205.5,NA,NA,NA,NA
"1215",2000,24,5,"No rho-adjustment","Annual updates",4,12161.2915089511,9895.371,0.4428962,0.64607465,3369.3793957739,3359.4245,11455660,4903149,NA,NA,NA,NA
"1216",2001,24,5,"No rho-adjustment","Annual updates",4,15378.772464497,11861.305,0.4594742,0.68963785,4168.64203785609,4178.606,2976459,1268424.5,NA,NA,NA,NA
"1217",2002,24,5,"No rho-adjustment","Annual updates",4,18796.5276868233,12840.565,0.3626093,0.53981925,4002.82826841613,3985.7965,13175370,5563712,NA,NA,NA,NA
"1218",2003,24,5,"No rho-adjustment","Annual updates",4,20397.4112867163,12680.915,0.3926542,0.5691941,4424.91509109373,4440.535,4777869,2017557.5,NA,NA,NA,NA
"1219",2004,24,5,"No rho-adjustment","Annual updates",4,19359.1434865176,11620.95,0.4701816,0.6662126,4443.6862170755,4448.3865,15418270,6622778,NA,NA,NA,NA
"1220",2005,24,5,"No rho-adjustment","Annual updates",4,17266.7104571234,10661.835,0.6450534,0.9165906,5062.12804874784,5060.6625,9185212,4091504,NA,NA,NA,NA
"1221",2006,24,5,"No rho-adjustment","Annual updates",4,15633.0102002097,9315.121,0.4354878,0.6155535,3067.88701757273,3062.689,15170260,7017529.5,NA,NA,NA,NA
"1222",2007,24,5,"No rho-adjustment","Annual updates",4,14203.8095136441,10980.43,0.481724,0.646265,3798.59500160329,3797.207,11425310,5544277,NA,NA,NA,NA
"1223",2008,24,5,"No rho-adjustment","Annual updates",4,15922.6423718451,12113.085,0.6653683,0.85052765,5151.75446858524,5142.8415,8282485,4178314,NA,NA,NA,NA
"1224",2009,24,5,"No rho-adjustment","Annual updates",4,16724.7286614755,11953.415,0.7703221,0.95541375,5565.33333296589,5575.1035,5282501,2787521.5,NA,NA,NA,NA
"1225",2010,24,5,"No rho-adjustment","Annual updates",4,15839.3430374236,10392.645,0.8866648,1.063305,5339.02029221346,5340.518,3214456,1728952.5,NA,NA,NA,NA
"1226",2011,24,5,"No rho-adjustment","Annual updates",4,13221.7822021056,7857.321,1.307762,1.524335,5109.9707207437,5084.0235,3123141,1633869.5,NA,NA,NA,NA
"1227",2012,24,5,"No rho-adjustment","Annual updates",4,9573.53143760968,4431.332,1.481667,1.729163,3032.40778800646,3024.134,3451363,1473204,NA,NA,NA,NA
"1228",2013,24,5,"No rho-adjustment","Annual updates",4,5394.31278556299,2587.902,1.858794,2.299578,1952.69883512835,1935.797,1711859,593423.7,NA,NA,NA,NA
"1229",2014,24,5,"No rho-adjustment","Annual updates",4,3291.96803540157,1584.1755,1.668793,2.6426265,1242.39065976931,1229.6935,5726967,1725670,NA,NA,NA,NA
"1230",2015,24,5,"No rho-adjustment","Annual updates",4,2375.18946319704,1051.857,0.2698311,0.5179426,260.327717992317,260.26365,2311249,597364.8,NA,NA,NA,NA
"1231",2016,24,5,"No rho-adjustment","Annual updates",4,2232.82109871111,1675.656,0.3742287,0.7474754,578.949825917599,581.7504,1355431,311851.45,NA,NA,NA,NA
"1232",2017,24,5,"No rho-adjustment","Annual updates",4,3547.93506976233,1966.8785,0.3788805,0.8644592,857.488542766298,863.54875,3061964,656219.85,NA,NA,NA,NA
"1233",2018,24,5,"No rho-adjustment","Annual updates",4,4363.4025233656,1628.2385,0.198409,0.51826705,515.712106409548,518.78925,4260899,896808.4,NA,NA,NA,NA
"1234",2019,24,5,"No rho-adjustment","Annual updates",4,4278.68004512332,1630.573,0.146208716536791,0.41185355,412.609552165574,416.00025,2350063.51263914,502579.05,6.82036169564231,10.9409799237957,NA,NA
"1235",2020,24,5,"No rho-adjustment","Annual updates",4,4722.13430857434,1880.8135,0.099602170318523,0.3175461,330.122394396137,348.32455,4034649.42695966,904220.4,12.1441127925994,9.09424256248531,0.118248991745545,-0.126062499782338
"1236",2021,24,5,"No rho-adjustment","Annual updates",4,5582.29879961366,2315.954,0.0966949321486899,0.2658819,396.181793076697,404.7292,3430411.4955397,786341.9,15.4934957739249,-20.7847347601108,0.175502236720423,-0.161821084723806
